Text,Polarity
أنا أحد سكان نسيم أبحر الغربي لي قرابة الثلاثة اشهر منذ سكناي في النسيم و أحد جيراني معلم في سلك التعليم و يقول لي سوف نسعي جاهدين و بجميع الطرق و يقول سوف نرفع إلى إدارة التعليم لإنشاء مجمع مدارس هنا .,Neg
أنت لك الفضل بعد الله سبحانه و تعالى في تشجيعي علي شرا ء الأرض.,Pos
وش الحل بشركة الحربي و التأخير الحاصل بتنفيذ بعض البنية التحتية لتصريف السيول.,Neg
مطالبات من ساكني حي الياقوت أبحر بتحسين وضع الشوارع من ناحية السفلتة و الخدمات. الأمانة ما تصلح معها إلا عن طريق الإعلام لإيصال الخدمات.,Neg
تقدم سكان حي الياقوت بأبحر الشمالية بجدة بشكاوى عدة للجهات المسؤولة مطالبين بتوفير الخدمات اللازمة كسفلتة الطرق و إنارتها و رفع مستوى النظافة.,Neg
أكد المتحدث الرسمي لأمانة جدة المهندس سامي نوار أنه تم تكليف البلدية التي يتبعها الحي واللجان المسؤولة في الأمانة بإيجاد حلول.,Pos
سيتم تنفيذ خطة لإنارة و سفلتة الشوارع و نظافتها.,Pos
وجود مخلفات بناء في الشوارع تتجاهل الأمانة رفعها، مما يدفع الأهالي لرفعها على نفقتهم الخاصة.,Neg
الحي يعاني من نقص في عدد حاويات النفايات، مما يضطر السكان إلى حرقها ليلا أو وضعها أمام منازلهم، مما يهدد بكارثة بيئية على الحي.,Neg
توجد في بعض الطرقات حفر مليئة بالماء الآسن، مما يسهم في إنتشار الروائح الكريهة التي تسبب الأمراض، إلى جانب الإصابة بحمى الضنك.,Neg
توجد مساكن غير مكتملة البناء متروكة منذ سنين بعضها آيل للسقوط و تستخدمها عمالة مخالفة، مؤكدا على أنهم يسببون إزعاجا و فوضى داخل الحي، لافتا إلى أنهم شكوا للأمانة مرارا لمخاطبة أصحاب تلك البيوت و وضع حد لتلك الظاهرة.,Neg
ذكر أنه رغم وضع 50 عامود إنارة في طريق عابر القارات، إلا أن نحو نصف مصابيحها معطلة منذ ثلاثة أشهر، لافتا إلى أنهم تقدموا بشكوى حيال ذلك للأمانة، و لم يطرأ جديد حتى الآن.,Neg
ما تشهده أبحر من ثورة بناء سيعجل بإيصال الخدمات و التي نرى انها تسير ببطء و ليس بمستوى سرعة التطور في المنطقة.,Mix
الف مبروك لملاك مخطط 110 بدأت أعمال السفلتة و بعدها الإنارة و الرصف.,Pos
هذه المخططات شعللت بالفلل و الطلب متزايد فيها.,Pos
مشروع الصرف في طريق الأمير عبدالمجيد يسير ببطء شديد. قاتل الله الإهمال و التسيب و عدم الإهتمام.,Neg
نحتاج من الأمانة التسريع في إدخال بقية الخدمات خصوصا إكمال طريق الملك سعود و جميع المخططات التي جنوبه.,Neg
المنطقة تحتاج لمجمعات مدارس نموذجية بنين و بنات، مستوصفات، مركز شرطة، إشارات مرور في التقاطعات الرئيسية، أفرع بنوك، أقل شئ عدد واحد مول تجاري.,Neg
واقع أبحر ورشة عمل مستمرة و عيون المستثمرين بدأت بالتوجه إليها.,Pos
سر و مفتاح المنطقة في عابر القارات. و كل الملاك ينتظرون تكملته، سفلتته، و إنارته من طريق الملك سعود إلى طريق الفيروز بفارغ الصبر.,Neg
حركة بناء مذهلة و بطء مميت في الخدمات.,Mix
أخبرني أحد المهندسين لدى الحربي و هو جار لي بأن مشروع المجاري و التصريف إنتهى بالشوارع الرئيسية كلها.,Pos
شارع الملك سعود أصبح خطر جدا وين كميرات ساهر عنه إذا هدف ساهر حماية أرواح الناس. خمس سنوات العمل فيه أي منطق هذا و لا نرى إلا التعثر بل الإنبطاح في هذا المشروع.,Neg
شارع الأفندي طريق حيوي جدا ، و الجسر شريان لربط الشرق بالغرب و الحربي عطله و عطل مصالح كثيرة. مشاريع الحربي شبه متعثرة و مشوهة للمشهد العام و يجب مساءلته من قبل هيئة الفساد.,Neg
أعتقد و الله اعلم، أن تعثر إنجاز طريق الملك سعود بشكل خاص، و جميع الخدمات في أبحر بشكل عام أنه عمل متعمد من قبل الجهات المسؤولة، و خصوصا الأمانة و قد يكون ذلك بتوجيه من وزارة الإسكان.,Neg
أعتقد هدفهم عدم إنجاز و إدخال الخدمات بشكل سريع.,Neg
ترتفع قيمة العقارات إلى مستويات خيالية جدا.,Neg
سوف تلاحظوا الوتيرة السريعة في إدخال جميع الخدمات لمنطقة أبحر خصوصا.,Pos
بحمد الله تم تمهيد طريق جديد لشارع الأفندي اليوم الإثنين.,Pos
تم اليوم الإثنين أعمال التمهيد و الردم للشارع و إن شاء الله يكون بشكل أفضل .,Pos
تخيلوا مخطط 29 ج س منح من عام 1402 هـ يعني 35 سنة و لم تصل الكهرباء. تخيلوا الكهرباء عندنا في الجنوب واصله الكهرباء في كل مكان حتى أماكن في جبال ما يقدر يصل لها إلا القرود الكهرباء واصله. ,Mix
السبب في ذلك المواطنين في هذه المخططات لا يطالبون بالكهرباء و كل واحد يقول مالي دخل مما جعل الكهرباء تتأخر عن هذه المخططات.,Neg
فعلا من خمس سنين و هذا المقاول يعبث بطريق الملك سعود و بلا حسيب و لا رقيب.,Neg
يا إخوان بالعقل الحربي متعمد. حتى الجسور التي ينفذها مثل وجهه لكن إسأل نفسك يا الحربي كم مضى من عمرك و هل ستعيش مثل ما عشت. اتق الله و اعلم أن حفرياتك و مشاريعك الفاشلة راح ضحيتها ناس كثير.,Neg
لقد بلغ السيل الزبى. و هذا المقاول يعبث منذ أكثر من خمس سنوات حتى بسلامة البشر . عوائق،  ردميات، و حفر تبلع شاحنات بكبرها، و تشويه للمنظر العام و بأبشع الصور . ,Neg
الخوف كل الخوف يكون هناك تقاعس و تواطؤ من الأمانة تجاه المقاول.,Neg
الأمانه و الجهات المسؤولة تغض الطرف عن متابعة المقاولين في أبحر بشكل متعمد، وذلك بسبب، كما قال أخونا أبو تركي، الخوف من تزايد عدد السكان بشكل متسارع جدا أكبر من إمكانية الأمانة في توصيل الخدمات للجميع.,Neg
تظلم سكان أبحر من أمانة المدينة و ذلك في تأخرها الكبير في إيصال الخدمات، مثل أعمال السفلتة و الرصف و الإنارة و مطالبة و متابعة الأمانة مع الجهات ذات الصلة لإدخال بقية الخدمات، مثل الصحية و التعليمية.,Neg
أبحر الشمالية معطلة من جميع الخدمات و على المتضررين المطالبة المستمرة.,Neg
مجرد كلام مكرر، و مستهلك، المواطن، يوم بعد يوم، يفقد الثقة، و يوم الإسكان بسنة.,Neg
كبري الملك سعود كله تريلات و صاير زحمة و الشارع عرضه صغير و إلى الآن ما انتهوا منه.,Neg
أشار الفضل الى أن جميع أعمال البنية التحتية للمشروع إنتهت، و جاري الآن التجهيز لإنطلاق العديد من المواقع مثل المركز الطبي بمختلف أقسامه المتخصصة، و المباني المدرسية، و المول التجاري، و الفنادق، و المباني السكنية الخاصة بالشركات و المؤسسات.,Pos
سوء الخدمات المقدمة من الأمانة و عدم إنارة الطرقات.,Neg
شكوى بسبب تأخر إنجاز شبكة الصرف و تسليمها لشركة واحدة فقط.,Neg
طريق الأفندي مظلم و متعطل تسبب بحوادث للأبرياء.,Neg
هناك مشكلة يجب التعجيل بحلها و هي مداخل أبحر كلها ضيقة و صعبة و إنشاء الجسر أصبح ضرورة و إمتداد الطريق القادم من طريق الحرمين مغلق.,Neg
أبحر بحاجة إلى كوبري جديد. الأهالي متضررون من سوء المداخل.,Neg
بالأمس حركة جيدة من جهات عدة لإيصال الخدمات و خاصة من شركة الكهرباء.,Pos
شركة الكهرباء نزلت محولات كهربائية في مخططات 6 ج س و 29 ج س.,Pos
حركة البناء في تصاعد و بدأ الناس يستشعرون أهمية أبحر و زاد الإقبال المتوقع و سيزداد أكثر و أكثر.,Pos
منطقة أبحر الشمالية مستقبلها واعد و مشرق بإذن الله و التطور العمراني فيها يتسارع بشكل واضح.,Pos
مقاول أمين و أسعاره معقولة.,Pos
أفضل العمائر المبنية في جدة من أيادي مقاولين فلسطينيين.,Pos
ما شاء الله حركة البناء مستمرة و المشاريع حيز التنفيذ و أعتقد مع نهاية هذا العام سيكون هناك إستثمارات كبيرة و متنوعة.,Pos
وفقني الله في مقاول بداياته معي ممتازة خلال الأيام الماضية.,Pos
متخوف من أن تكون الأرض طينية رخوة و مياه جوفية.,Neg
هذا يؤكد على أن أبحر فعلا منطقة واعدة لتكون منطقة راقية للسكن.,Pos
"الربع الأول من العام الميلادي على وشك الرحيل و لا زالت الأمور فى أبحر مكانك سر, المستشفى لم تفتتح بشكل رسمي, حفر المجاري لا زالت كما هي من سنين.",Neg
المخططات على الرغم من التطور العمراني لم تسفلت.,Mix
الشوارع الرئيسية الإنارة فيها ليست كما ينبغي.,Neg
المشاريع الحكومية بطء فى التنفيذ.,Neg
الجسر الخرافي لا زال أمنية و أعتقد أنه لن ينفذ.,Neg
الدولة تسعى لتخفيض أسعار العقار و هذا ما حدث و الأسعار في نزول.,Pos
الدولة راح تطور الأراضي اللي تابعة لوزراة الإسكان و توصل لها الخدمات.,Pos
"راح تباع ب 75 الف و 150 الف و فيها خدمات, و سفلتة, و إنارة, و موية, يا بلاش.",Pos
ليش أشتري أرض في أبحر ب 800 الف أو 500 الف و هيا بدون خدمات.,Neg
الآن الدولة توفر حلول زيادة العرض بتوفير مجمعات سكنية للحد من زيادة الأسعار و بذلك يكون التوازن و تستقر الأسعار.,Pos
أبحر موقع مميز في المستقبل.,Pos
لا خوف من ركود السوق في هذه الفترة و الذي أخشاه زيادة الأسعار و ليس إنخفاضها و الدليل على ذلك هذا التوجه و البناء في هذه المنطقة لأن الأغلبية يدرك أهميتها المستقبلية.,Mix
هبطت أسعار الأراضي في السعودية و مدينة جدة خاصة بين 10 و 15 بالمئة منذ إنطلاق البوابة الإلكترونية لبرنامج الدعم السكني إسكان يوم الجمعة الماضي.,Pos
إعلان وزارة الإسكان عن أول دفعة مستفيدين من برنامج الدعم السكني سيكون نقطة إنهيار لأسعار الأراضي.,Pos
المكاتب التي يعمل لصالحها أبلغته يوم الجمعة الماضي، بخفض أسعار العروض من 10 إلى 15 بالمئة، بهدف تسريع بيعها بسبب مخاوف ملاكها من إنخفاض الأسعار أكثر بعد فتح بوابة إسكان.,Pos
هناك أمر يجب أن نسلم به جميعا و هو أن الإسكان لن تستطيع تغطية و لا حتى 10% من حاجات المواطنين للسكن.,Neg
أعتقد و الله أعلم بالنسبة للأراضي البعيدة و الغير مخدومة مثل الجوهرة أسعارها ستنهار مع الوقت. أما الأراضي داخل النطاق العمراني فستزيد أسعارها مع الوقت و لا تنقص. و الله أعلم.,Mix
التطوير غائب و بطئ و قليل من أهلها يطالبون بالخدمات.,Neg
تراجع وزير الإسكان شويش الضويحي عن وعده بتوزيع وحدات الإسكان في شهر شوال المقبل، و ذلك في أعقاب تصريحات تلفزيونية قال فيها إن 7 أشهر فقط تفصل المواطنين المستكملة بياناتهم عن تملك المنازل، و هو ما يعني إرجاء التوزيع.,Neg
مخططات الجوهرة البعيدة جدا التي في إعتقادي لن تصلها الخدمات لمئة سنة قادمة.,Neg
أما الجوهرة فمن يشتري فيها للإستثمار فيجب أن يحجر على أمواله.,Neg
خليج سلمان منطقة مشاريع هائلة و سوف يكون ذلك عامل جذب سكاني.,Pos
وزارة الإسكان راح توزع أراضي جنوب ملعب الملك عبدالله.,Pos
مخطط كامل الخدمات جاهز للبناء و سعر الأرض لا يتجاوز 150 الف.,Pos
قريبا ستعطي وزارة الإسكان المواطنين أرض مطورة جنوب ستاد الملك عبدالله ب 75 الف إلى 150 الف مطورة و جاهزة و راح تعطيه 500 الف عشان يبني بيت العمر.,Pos
أعمال التشييد من الآن فصاعدا ستسير بوتيرة متسارعة وفقا لأعلى معايير التشغيل المتبعة عالميا، و بإستخدام أفضل تقنيات البناء التي يستخدم بعضها لأول مرة في العالم في عدة مجالات، وصفت بأعلى درجات الصلابة المتوفرة عالميا.,Pos
"صمم مخطط مشروع مدينة المملكة ليوفر بيئة متكاملة متعددة الإستخدامات تزخر بأسلوب حياة عصري تمتد على مساحة 5,3 مليون متر مربع، تدعمها بنية تحتية و فوقية متقدمة و شاملة، لتكون الوسط النابض لشمال مدينة جدة.",Pos
"هذا ما دار في أبحر, عقاريين كبار أخذوها ظلم مساحة 12 مليون و رفعوا العقار لكن نقول إن الله يمهل و لا يهمل.",Neg
مع إفتتاح استاد ملعب جوهرة جدة أسعار العقار في أبحر تقفز إلى مستويات خيالية.,Neg
إن كان هناك بعض التقصير و التأخير، فهو من بعض مقاولي الأمانة.,Neg
كشف أمين محافظة جدة الدكتور هاني أبو راس أن الأمانة ستقوم بسفلتة مخططات المنح بالمحافظة.,Pos
سمعنا هالكلام من خمس سنوات و إلى الآن لم يتم لا سفلتة و لا إنارة و لا أرصفة. حسبنا الله و نعم الوكيل.,Neg
أبحر مدينة المستقبل مشاريعها بطيئة لكن نصبر حتى يتحقق الوعد.,Mix
الذي ينقص أبحر هو تعديل نظام البناء على المحاور الرئيسية أسوة بالشوارع التجارية في جدة. و نأمل أن يتم دراسة هذه النقطة حيث أن الأسعار مرتفعة بالنسبة للتجاري.,Neg
المشكلة أسعار التجاري فيها مرتفع. و لا يسمح بالتعدد لأكثر من دورين من غير المحلات.,Neg
جسر 30 سنة و الأمانة تمرمط فينا.,Neg
الغولاء فعلا كويسة. ضاحية جميلة، هادئة، و حالمة. و ينتظرها مستقبل.,Pos
تعد التحركات الإستثمارية العقارية في المملكة مؤشرا إيجابيا يمهد لمستقبل استثماري عقاري فاعل يساهم في إنتعاش حقيقي لمنظومة الإقتصاد السعودي ككل.,Pos
أكد المهيدب أن إرتفاع الأسعار متوقع خلال المرحلة المقبلة.,Neg
أكد شيخ طائفة العقار بجدة خالد عبدالعزيز الغامدي الأهمية الكبرى لتوقيع وزارة الإسكان مع 15 بنكا و شركة تمويل إتفاقية التمويل الإضافي العقاري، في مسعى منها لحل مشكلة الإسكان لدى شريحة من المجتمع.,Pos
المخططات الواقعة في شمال جدة و التي تشهد إرتفاعا في الأسعار نتيجة لزيادة الطلب عليها.,Neg
هناك مشاريع إسكان أخرى في جدة سترى النور قريبا و القادم أجمل.,Pos
"بموضوعية​, القرض الإضافي ميزة لا سلبية​.",Pos
قروض الصندوق العقاري لا تكفي لبناء أو شراء وحدة سكنية.,Neg
الأسعار و هي ترتفع مع الزمن في كل شيء و ليس الأراضي فقط.,Neg
في طريق الملك عبدالله بجوهرة العروس، أضيفت كبائن كهرباء على طول الطريق، حتى وصلت الكبائن إلى ما قبل نهاية ما وصل اليه الطريق بإتجاه البحر. و تم تركيب كبينة كهرباء جديدة أمام الجزء 1 ت. و هذه بشرى سارة نزفها لملاك جوهرة العروس.,Pos
فعلا نشاط شركة الكهرباء ملحوظ في عموم منطقة أبحر و هذا يدل على توفير أهم عناصر البنية التحتية و هذا مؤشر على أن الخدمات ستأتي.,Pos
المشكلة التي هي الأهم مشروع الصرف الذي يعتبر الصداع الشديد في رؤوس رواد و ساكني المنطقة الذي أغلق عليهم الشوارع و بدون جدية في العمل.,Neg
تم البدء في البنية التحتية لمنتزه ذهبان البحري.,Pos
أما متنفس خليج سلمان أخي هامور أبحر فيفتقد للسفلتة و المظلات و حاويات القمامة.,Neg
الموقع بجانب الملاحات أتمنى إنه يطور علما أن المياه هناك ملوثة و لا تصلح للتنزه أو السباحة.,Neg
هل سيبقى طريق المدينة على سعته الحالية. هل سيتحمل الكثافة المرورية مستقبلا. شخصيا جربت المعاناة مع طريق المدينة وقت إفتتاح ملعب الجوهرة. أتمنى أن توجد حلول مرورية تواكب الزيادة السكانية المتوقعة خلال الخمس سنوات القادمة.,Neg
متى يخلص مشروع الصرف و نشوف أبحر بدون حفريات.,Neg
يشتكي أهالي حي مخطط بالبيد شمال أبحر من سوء الخدمات المتمثلة في تهالك الطبقة الأسفلتية لكامل المخطط إضافة إلى غياب قنوات تصريف السيول و المياه و إعتمادهم على صهاريج التحلية في تزويد خزانات منازلهم بالمياه المحلاة.,Neg
أجمع الأهالي على أنهم يخجلون من إستقبال الضيوف بسبب الشوارع المهترئة في جميع أرجاء المخطط.,Neg
رغم مرور سنوات عديدة على تقديم البلاغات إلا أن وضع الحي باق كما هو دون أي حراك، حتى بات الأهالي مضطرين للجوء إلى الصحافة لبث شكواهم و لفت أنظار المسؤولين إلى حيهم بعد أن ملوا الوعود المتكررة من قبل الأمانة.,Neg
نعاني من إنتهاء العمر الإفتراضي لأسفلت الشوارع الداخلية في الحي و اهترائه، و أملنا من أمانة جدة إعادة سفلتة تلك الشوارع في أسرع وقت ممكن، لتواكب التطور الذي يشهده المخطط في جوانبه المختلفة.,Mix
منذ أكثر من ثماني سنوات و نحن نبلغ الأمانة فترة بعد فترة و لكن بلا طائل، مللنا من الوعود المتكررة بحل الإشكالية، حتى باتت مشكلاتنا تتفاقم و تزداد مرة بعد مرة بفعل التجاهل الذي نجده و الوعود التي مللنا منها.,Neg
نرفع صوتنا من خلال عكاظ لأعلى مسؤول في أمانة جدة لوضع الحلول السريعة لهذا المخطط الذي لم يشهد منذ أكثر من عقدين أي عملية سفلتة للشوارع و الطرقات.,Neg
أبدت ندمها الشديد على شراء منزل في هذا المخطط، لافتة إلى أن المشكلات ظهرت فيما بعد و لم تكن تعلم أن المخطط لديه كل هذه الإشكاليات، لدرجة أنها تخجل من ضيوفها الذين يقدمون إلى منزلها المحفوف بالشوارع المهترئة التي لا تصلح لسير المركبات فيها.,Neg
خالد الزهراني أبدى استياءه الشديد من سكوت و صمت الأمانة على الوضع المتردي و المزري لهذا المخطط رغم البلاغات المتكررة.,Neg
لم نعد نطيق المكوث في هذا الحي، مركباتنا تتعرض للتلف بشكل مستمر و عمر الإطارات الإفتراضي لا يطول كثيرا بفعل الشوارع الخربة غير الصالحة للسير عليها، فالإحباط بدأ يدب في نفوسنا من أي نوايا حسنة للنظر في مشكلاتنا.,Neg
الوضع في الحي لم يعد يطاق، فالردميات باتت تحيط بنا من كل جانب، و الإستجابة من قبل الأمانة لم تعد إلا في أضيق الحالات كخدمات النظافة التي تتطلب إتصالات و بلاغات لينفذوا تلك الخدمات.,Neg
لا تسأل عن هذا المخطط حال هطول الأمطار، فالخوف يسكن الجميع، إذ لا قنوات تصريف أو غيره، فالمياه تركد لأن الأرض لا تساعد أيضا على تصريف المياه بفعل الشوارع الخربة و المكسرة.,Neg
الأهالي عرضة لإنتشار البعوض و بالتالي تعرضهم لحمى الضنك، و يحدث هذا في المخطط رغم أهمية مكانه و كونه المخطط رقم واحد و من أقدم المخططات في المنطقة ذاتها، كما يشكو ندرة المساجد، إذ أن منطقة كبيرة لا يوجد بها سوى مسجد واحد.,Mix
كما يخلو المخطط من المدارس ما يضطر الأهالي إلى تسجيل أبنائهم في مناطق بعيدة.,Neg
من الملاحظ وجود حفر كبيرة و قد تسببت بأضرار لسيارتي، و هذه الحفر تقع في شارع عابر القارات في أبحر الشمالية و تقع بالضبط شرق مخطط بالبيد و قد تضرر الكثير منها.,Neg
الغريب أن كثيرا من منسوبي الأمانة يمرون في هذا الشارع و لم يقم أي منهم بالبلاغ عن وجود هذه الحفر.,Neg
من جانبه، قال الناطق الإعلامي لأمانة جدة سامي الغامدي إن جميع الملاحظات المذكورة تم رفعها للإدارات و الأقسام المعنية بالأمانة و وضعت في عين الإعتبار.,Pos
استغرب من أمانة جدة أو إمارة المنطقة عدم البدء في تطوير المنطقة المحيطة بالبرج الذي سيكون الأعلى عالميا.,Neg
مخطط بالبيد من أجمل المخططات من حيث الموقع و قربه من جدة و على مرمى حجر من مركز الأمير سلطان الحضاري و ملعب الجوهرة و شاطئ الإسكندرية و هذا حاله من سوء الخدمات.,Mix
إنها صدمة كبيرة و غير متوقعة من أهالي أبحر من تأخير في الخدمات رغم إجتهاد الناس و توفير حلول للسكن.,Mix
الأماكن كلها في أبحر مشتاقة للخدمات.,Neg
أضف إلى ذلك تأخر الإنتهاء من حفريات طريق الملك سعود. يجب أن يطرق سكان هذه الأحياء كل الأبواب ليجدوا حل للخدمات المعطلة و الناقصة.,Neg
من يشاهد أبحر على أرض الواقع رغم فقدان الخدمات و تعطيلها معنويا و لوجستيا إلا أن الواقع يقول أبحر قادمة من خلال هذا الإقبال الكبير و التنظيم المسبق و خلوها من التعديات و العشوائيات.,Mix
إستحقاق سياحي و ديني يعزز الطلب على المنتجات السكنية في جدة.,Pos
لم يتم التعرف على الأسباب الحقيقية التي أدت إلى إرتفاع أسعار العقارات.,Neg
ينعكس هذا القرار سلبا بتعزيز المضاربة على أسعار الأراضي في المدى المتوسط.,Neg
ندرة المخططات السكنية كانت سببا رئيسا وراء تضخم أسعار المنح السكنية التي تحولت إلى أوعية إدخار و مضاربة في آن واحد.,Neg
موضحا أن هناك عددا من المخططات الحكومية لا تزال تفتقر للتطوير على الرغم من أن بعضا منها تم توزيعه على المواطنين منذ أكثر من 30 عاما.,Neg
خلال خمس سنوات ستدخل شريحة كبيرة فوق العشرين عاما من محتاجي السكن إلى السوق، مما سيولد ضغطا و تضخما في الأسعار قد لا يوازي القدرات الفورية للسكان، و هي مشكلة مرشحة للتزايد في حالة ترك الأمور على ما هي عليه.,Neg
يا ليت الأمانة يعجلون بتنفيذ جسر أبحر.,Neg
"سيكون إعمار سكوير محط إختيار العديد من الشركات السعودية و العالمية التي تعتزم تأسيس مقراتها الإقليمية أو متاجرها في جدة, و ذلك بفضل تصميمه المذهل الذي يجعله واحدا من أرقى المناطق التجارية في المملكة، فضلا عن موقعه الإستراتيجي المميز.",Pos
تم تصميم إعمار سكوير وفق أرفع المعايير العالمية بهدف مواكبة الطلب المتزايد على المكاتب التجارية الفاخرة في جدة. و هو يحظى بموقع إستراتيجي ضمن المدينة.,Pos
تمتلك جميع المساحات المكتبية في إعمار سكوير ردهات بهو فسيحة مع مكاتب استقبال أنيقة، و أماكن مخصصة للإنتظار، و مساحة خاصة لمواقف السيارات. كما تحظى المكاتب أيضا بمميزات إتصال حديثة، و شبكة الإنترنت.,Pos
ودنا الأمانة يعجلون في تنفيذ الخدمات مثل السفلتة و الأرصفة و الإنارة و الكوبري طبعا.,Neg
"أبحر الشمالية أصبحت مدينة جميلة يملؤها الهدوء و السكينة و الجو البديع ما شاء الله تبارك الله, تنتظر الخدمات فقط, المفروض يسارعون في تنفيذ الخدمات الضرورية.",Mix
أبحر إهمال غريب من الأمانة في إيصال الخدمات.,Neg
اليوم مررت على أبحر و وجدت ما شاء الله البناء يفوق الوصف رغم غياب الخدمات.,Mix
وجود البرج و توابعه راح يسبب لسكان المنطقة إزعاج و زحمة و هذا ما لا نريده. يكفينا زحمة الجامعات و المستشفيات.,Neg
فقط نريد السفلتة و الإنارة و رصف الشوارع و الدفاع المدني و الشرطة و باقي الخدمات الإنسانية و بس.,Neg
"هرمنا, لا كهرباء, لا سفلتة, لا أي خدمات. صحراء شاسعة و شرينا بغلاء هناك.",Neg
هذا المشروع من 7 سنوات أو أكثر بس كل يوم دعاية و إعلان و الواقع صفر.,Neg
من عنده سيولة يلحق على أ بحر و خاصة التجارية و حيعين خير منها إن ما كان اليوم في المستقبل القريب إن شاء الله.,Pos
باشرت شركة وثرة تنفيذ إستراتيجيتها في التطوير العقاري بتطوير ثلاثة مخططات كبرى في جدة.,Pos
بدء التنفيذ لأوسع جسر معلق في العالم بأبحر.,Pos
أشاد عدد من المطورين العقاريين بتوصيات اللجنة الوزارية المشكلة لتوفير الأراضي لمشاريع المباني المدرسية، التي تحقق مزيدا من المرونة في دعم مشاريع التوطين الإسكاني، و دعم مشاريع التطوير العقاري الشاملة.,Pos
يعتبر القرض الإضافي للمواطنين الذي دشنه صندوق التنمية العقارية مع عدد من البنوك المحلية و شركات التمويل العقاري المتخصصة أداة هامة في تمكين الأسر السعودية التي تقدمت لطلب قرض عقاري إلى صندوق التنمية.,Pos
نجح صندوق التنمية خلال المرحلة التجريبية للقرض الذي طبق مع عدد من البنوك و منها مجموعة سامبا في تمكين 400 أسرة سعودية من تملك مساكنهم.,Pos
أبحر أصبح فيها سكان و سوف تكون ذات كثافة سكانية قريبا و لا زالت الخدمات دون المستوی ا لمطلوب.,Neg
"للأسف شمال غرب جدة أبحر, خليج سلمان, الجوهرة, لا زالت تغيب عنها الخدمات و إن وجدت تكون بمستوى متواضع.",Neg
لماذا لا يكون لهذه المناطق مول تجاري كبير يستقطب سكان المنطقة و يكون متنفس لهم.,Neg
مناطق الشمال جميلة جدا و مرغوبة  للسكن و الإستثمار. و الناس يرغبون في بناء أراضيهم بفارغ الصبر. لكن الخدمات الضرورية تقف عائقا.,Mix
الجهات الخدمية مقصرة جدا و إلى أبعد حد. و مشاريع الحربي تسير سير السلحفاة و لا يجد أي مساءلة أو متابعة.,Neg
طريق الملك سعود، و طريق عابر القارات، و طريق ال 100  تنفيذها شبه متوقف و كأن الأمر مقصود. و يا صبر الأرض.,Neg
تبشير أهالي ابحر بهذا المعلم العالمي الذي سيكون واجهة جدة مستقبلا. العمل في أبحر متنوع و لكن هناك تأخر في السفلتة لأغلب الشوارع و أغلب المخططات تحتاج إلى ردم ثم سفلتة لكي يتم تسويتها بالأحياء المجاورة التي تم سفلتتها.,Mix
نحن من ملاك أراضي شمال طريق الملك سعود و الضرر الحاصل بهذا الطريق و طريق العابر كذلك من مماطلة و تأخير تنفيذ العمل و الإهمال الكبير من عدة سنوات و هذا الطريق على هذا الحال، لماذا. أين أمانة جدة.,Neg
تصريف السيول إنتهت بعهد الأمير خالد الفيصل بإنجاز سريع.,Pos
نظرا لكثرة الحوادث بسبب الإهمال المتكرر و التأخير المستمر بدون وجه حق و لا مسؤولية تجاه المقاول، و الشاهد الأكبر الوقوف على المشروع لتشاهد الحفر و المياه الراكدة.,Neg
أصبحت أخشى القيادة في طريق الملك سعود بعد أن شاهدت أكثر من حالة وفاة. ليت سمو أمير المنطقة يوجه بسرعة دراسة أوضاع هذا الشارع و حل مشكلة التأخير في إنهاء الأعمال فيه.,Neg
مشكلة التأخير الحاصل ​مما سبب حوادث كثيرة و إزعاج للمارة، و تشويه للمنظر العام بطريق الملك سعود الأفندي و طريق العابر.,Neg
وجود المشاريع دليل على أهمية المنطقة و لكن التأخر في التنفيذ أمر غير مبرر. و يجب على لجنة حصر المشاريع المتعثرة إعطاء المنطقة أولوية قصوى.,Mix
حسب الوصف منطقة رائعة جدا و لها مستقبل قريب كبير و موقع لا شك مميز و اللي دلك ما قصر و الله يعطيه العافية.,Pos
"هي تحتاج دعم حكومي عاجل, إنهاء مشروع الصرف, بناء مدارس, إكمال السفلتة و الإنارة للمخططات المأهولة.",Neg
وزارة الإسكان لديها 6 مواقع في جدة عدد الوحدات 27 الف وحدة سكنية البعض سيسلم خلال الأشهر القادمة مكتملة الخدمات. الخير قادم بإذن الله.,Pos
الأراضي التي في أبحر حول برج الميل أراضي مميزة و من الصعب أن تجد أرض هناك بسعر دون 800 الف.,Mix
لاحظت نزول واضح في أسعار أبحر الشمالية.,Pos
أشوف أسعار الأراضي هناك مرتفعة و لا يوجد خدمات.,Neg
أراضي قريبة من البحر إشتريها و أنت مغمض.,Pos
ما فيه إلا الضاحية و غالية و الخدمات يبي لها سنين.,Neg
نستغرب هل أمين جدة على إطلاع بجدول تنفيذ الأعمال لمشروع الصرف في أبحر. لا بد من وقفة جادة للجهات المسؤولة عن تنفيذ المشاريع. طبعا تم رفع شكوى.,Neg
المنطقة كلها مرغوبة و واعدة، و مواقعها على البحر المفتوح من شمال أبحر إلى جوهرة العروس. و مستقبلها يبشر بخير.,Pos
الف مبروك. و رغم الحفر للصرف المعطلة إلا أن الناس متفائلين و تبني دكاكين و كأنها على شارعي التحلية و الستين.,Mix
إن سبب هبوط أسعار العقار قبول شريحة المستحقين و المستوفين للشروط و من شملهم القبول في الإسكان الميسر.,Pos
